ID_LAT_LON_YEAR_WEEK,emission
ID_-0.510_29.290_2022_00,3.679602140999998
ID_-0.510_29.290_2022_01,4.251551949000001
ID_-0.510_29.290_2022_02,4.296365107
ID_-0.510_29.290_2022_03,4.354032642
ID_-0.510_29.290_2022_04,4.094085738
ID_-0.510_29.290_2022_05,4.339177599999998
ID_-0.510_29.290_2022_06,4.345724082000001
ID_-0.510_29.290_2022_07,4.0904865940000015
ID_-0.510_29.290_2022_08,3.7764269680000018
ID_-0.510_29.290_2022_09,4.276571786999999
ID_-0.510_29.290_2022_10,4.351417379
ID_-0.510_29.290_2022_11,4.1937426590000015
ID_-0.510_29.290_2022_12,4.321268755999999
ID_-0.510_29.290_2022_13,4.099701075000003
ID_-0.510_29.290_2022_14,4.095725849999999
ID_-0.510_29.290_2022_15,4.392801571
ID_-0.510_29.290_2022_16,4.357097258000001
ID_-0.510_29.290_2022_17,4.263912877
ID_-0.510_29.290_2022_18,4.085396776
ID_-0.510_29.290_2022_19,4.1243970260000005
ID_-0.510_29.290_2022_20,4.073542598999999
ID_-0.510_29.290_2022_21,3.9698212009999994
ID_-0.510_29.290_2022_22,4.071503906
ID_-0.510_29.290_2022_23,4.2210154630000005
ID_-0.510_29.290_2022_24,4.056738038999998
ID_-0.510_29.290_2022_25,4.095257828
ID_-0.510_29.290_2022_26,4.324329294999998
ID_-0.510_29.290_2022_27,4.184311524
ID_-0.510_29.290_2022_28,4.0796049309999995
ID_-0.510_29.290_2022_29,4.270676682
ID_-0.510_29.290_2022_30,4.178992798999998
ID_-0.510_29.290_2022_31,4.349927213
ID_-0.510_29.290_2022_32,4.412416801000003
ID_-0.510_29.290_2022_33,4.412061313000001
ID_-0.510_29.290_2022_34,4.4714301789999995
ID_-0.510_29.290_2022_35,4.554368015999998
ID_-0.510_29.290_2022_36,4.509976191
ID_-0.510_29.290_2022_37,4.554823651999997
ID_-0.510_29.290_2022_38,4.535964584000001
ID_-0.510_29.290_2022_39,4.609644062000003
ID_-0.510_29.290_2022_40,4.335074545
ID_-0.510_29.290_2022_41,4.520563558000001
ID_-0.510_29.290_2022_42,4.500443246000001
ID_-0.510_29.290_2022_43,4.589720519000002
ID_-0.510_29.290_2022_44,3.970653507
ID_-0.510_29.290_2022_45,4.286555618
ID_-0.510_29.290_2022_46,4.473938097000001
ID_-0.510_29.290_2022_47,4.374477987
ID_-0.510_29.290_2022_48,4.3625279699999995
ID_-0.528_29.472_2022_00,3.6822983209999984
ID_-0.528_29.472_2022_01,4.251117804
ID_-0.528_29.472_2022_02,4.318508706999999
ID_-0.528_29.472_2022_03,4.372621500000001
ID_-0.528_29.472_2022_04,4.116305212
ID_-0.528_29.472_2022_05,4.267596491999999
ID_-0.528_29.472_2022_06,4.3144624480000004
ID_-0.528_29.472_2022_07,4.398912464000001
ID_-0.528_29.472_2022_08,3.9864520239999996
ID_-0.528_29.472_2022_09,4.300734177000002
ID_-0.528_29.472_2022_10,4.2464290369999995
ID_-0.528_29.472_2022_11,4.165498534
ID_-0.528_29.472_2022_12,4.129603362000001
ID_-0.528_29.472_2022_13,4.039420398000001
ID_-0.528_29.472_2022_14,4.135009115000001
ID_-0.528_29.472_2022_15,4.215479276000001
ID_-0.528_29.472_2022_16,4.085105365
ID_-0.528_29.472_2022_17,3.965251330999998
ID_-0.528_29.472_2022_18,4.025053457
ID_-0.528_29.472_2022_19,4.178242923000002
ID_-0.528_29.472_2022_20,4.162239291999999
ID_-0.528_29.472_2022_21,4.061344865999998
ID_-0.528_29.472_2022_22,4.0509984900000005
ID_-0.528_29.472_2022_23,3.9820460619999993
ID_-0.528_29.472_2022_24,4.0118656800000005
ID_-0.528_29.472_2022_25,4.097445022
ID_-0.528_29.472_2022_26,4.0815911929999995
ID_-0.528_29.472_2022_27,3.935249202
ID_-0.528_29.472_2022_28,3.9362127119999983
ID_-0.528_29.472_2022_29,4.2023527980000015
ID_-0.528_29.472_2022_30,4.151992114
ID_-0.528_29.472_2022_31,4.283246940000001
ID_-0.528_29.472_2022_32,4.146625416999997
ID_-0.528_29.472_2022_33,4.375546564999999
ID_-0.528_29.472_2022_34,4.426948605999999
ID_-0.528_29.472_2022_35,4.509827126999997
ID_-0.528_29.472_2022_36,4.5176347739999985
ID_-0.528_29.472_2022_37,4.3208688639999995
ID_-0.528_29.472_2022_38,4.5360014290000015
ID_-0.528_29.472_2022_39,4.5281836680000005
ID_-0.528_29.472_2022_40,4.295675586
ID_-0.528_29.472_2022_41,3.960073891
ID_-0.528_29.472_2022_42,4.132698401999999
ID_-0.528_29.472_2022_43,4.393879566999999
ID_-0.528_29.472_2022_44,4.156679705000001
ID_-0.528_29.472_2022_45,4.328361328000001
ID_-0.528_29.472_2022_46,4.431601321000001
ID_-0.528_29.472_2022_47,4.370148513
ID_-0.528_29.472_2022_48,4.394935125
ID_-0.547_29.653_2022_00,0.5269466109000001
ID_-0.547_29.653_2022_01,0.5365666332
ID_-0.547_29.653_2022_02,0.5452178616000001
ID_-0.547_29.653_2022_03,0.5544574911
ID_-0.547_29.653_2022_04,0.5514301182000001
ID_-0.547_29.653_2022_05,0.5433347244000004
ID_-0.547_29.653_2022_06,0.5615180648999998
ID_-0.547_29.653_2022_07,0.5600808904000001
ID_-0.547_29.653_2022_08,0.5434433038999997
ID_-0.547_29.653_2022_09,0.5482371700999996
ID_-0.547_29.653_2022_10,0.5571422565000002
ID_-0.547_29.653_2022_11,0.5573163499
ID_-0.547_29.653_2022_12,0.5539826422999997
ID_-0.547_29.653_2022_13,0.5546847787999999
