date,SulphurDioxide_SO2_column_number_density,SulphurDioxide_SO2_column_number_density_amf,SulphurDioxide_SO2_slant_column_number_density,SulphurDioxide_cloud_fraction,SulphurDioxide_sensor_azimuth_angle,SulphurDioxide_sensor_zenith_angle,SulphurDioxide_solar_azimuth_angle,SulphurDioxide_solar_zenith_angle,SulphurDioxide_SO2_column_number_density_15km,CarbonMonoxide_CO_column_number_density,CarbonMonoxide_H2O_column_number_density,CarbonMonoxide_cloud_height,CarbonMonoxide_sensor_altitude,CarbonMonoxide_sensor_azimuth_angle,CarbonMonoxide_sensor_zenith_angle,CarbonMonoxide_solar_azimuth_angle,CarbonMonoxide_solar_zenith_angle,NitrogenDioxide_NO2_column_number_density,NitrogenDioxide_tropospheric_NO2_column_number_density,NitrogenDioxide_stratospheric_NO2_column_number_density,NitrogenDioxide_NO2_slant_column_number_density,NitrogenDioxide_tropopause_pressure,NitrogenDioxide_absorbing_aerosol_index,NitrogenDioxide_cloud_fraction,NitrogenDioxide_sensor_altitude,NitrogenDioxide_sensor_azimuth_angle,NitrogenDioxide_sensor_zenith_angle,NitrogenDioxide_solar_azimuth_angle,NitrogenDioxide_solar_zenith_angle,Formaldehyde_tropospheric_HCHO_column_number_density,Formaldehyde_tropospheric_HCHO_column_number_density_amf,Formaldehyde_HCHO_slant_column_number_density,Formaldehyde_cloud_fraction,Formaldehyde_solar_zenith_angle,Formaldehyde_solar_azimuth_angle,Formaldehyde_sensor_zenith_angle,Formaldehyde_sensor_azimuth_angle,UvAerosolIndex_absorbing_aerosol_index,UvAerosolIndex_sensor_altitude,UvAerosolIndex_sensor_azimuth_angle,UvAerosolIndex_sensor_zenith_angle,UvAerosolIndex_solar_azimuth_angle,UvAerosolIndex_solar_zenith_angle,Ozone_O3_column_number_density,Ozone_O3_column_number_density_amf,Ozone_O3_slant_column_number_density,Ozone_O3_effective_temperature,Ozone_cloud_fraction,Ozone_sensor_azimuth_angle,Ozone_sensor_zenith_angle,Ozone_solar_azimuth_angle,Ozone_solar_zenith_angle,Cloud_cloud_fraction,Cloud_cloud_top_pressure,Cloud_cloud_top_height,Cloud_cloud_base_pressure,Cloud_cloud_base_height,Cloud_cloud_optical_depth,Cloud_surface_albedo,Cloud_sensor_azimuth_angle,Cloud_sensor_zenith_angle,Cloud_solar_azimuth_angle,Cloud_solar_zenith_angle,emission,year,month
2019-01-01,-7.656378758506598e-06,0.8744006541611492,-7.449299836563634e-06,0.15774311373205646,-12.406492285760262,46.38649145627035,-139.54684507626675,29.820956052433804,-1.786631039283611e-06,0.030601297670647516,1913.5498593322802,3101.808697939217,829954.7566803154,-0.5174884895752372,41.03541785660157,-139.1405587023896,29.574924605410413,4.0017539888017335e-05,1.0432523634083696e-05,2.998911267659891e-05,0.00010021363524490758,7311.869140625,-1.817375269193328,0.10819349337127057,830012.2494252668,-19.32650592325808,45.80087439147143,-138.60304099819808,30.225476365183873,9.274190329490787e-05,1.3293652699144152,4.6772170558038625e-05,0.20071382125447426,29.963196958651057,-139.68272158925333,49.31659614685568,-11.766944820936812,-1.1504637173511005,830015.1956205078,-9.693135481757936,40.11313785683063,-138.2333510109062,30.00094156433935,0.11655985325720092,2.639397944947407,0.31241251306442785,225.76407460241273,0.5310224474756798,-10.849426330929088,39.68834317707888,-137.95756874224475,30.101932780395543,0.5359105033275109,58232.60781028909,3516.8647767455664,64716.19265019157,2773.5660932053743,18.953308881559938,0.28101135861156595,-5.344459278939448,38.392897948799146,-138.79597786512923,29.552345466376288,76.73914907833078,2019,1
2019-01-08,-1.9438148285886448e-05,0.8420544508518014,-1.6343952949147164e-05,0.1615532878003397,-11.589452374972819,38.42318597693577,-138.4656526689445,28.63459043654066,-6.450765066550829e-06,0.03258491170223293,1965.3288449171273,3129.1170067112903,829953.4697520074,-13.58227191921203,39.78872171227634,-138.8381548453836,28.545490079211145,4.0824583288574566e-05,1.0672878586256465e-05,2.983998745121464e-05,8.660844808366141e-05,7311.869140625,-1.7970625080535323,0.10876917849215946,830032.8743694641,-24.93751473827635,35.626582204653424,-136.94466771433122,29.247835798783466,0.00010884459841520652,1.299194545312637,7.034966507441122e-05,0.21945389653108277,29.310344120205162,-137.41265726911647,39.9233992832182,-31.621130818501733,-1.1745679211387803,829938.5320578414,-2.0119969078521818,43.79650268500796,-140.45604594254817,28.11825914644034,0.11644687148570908,2.6601404597157767,0.31510709207367904,226.7344774297611,0.5748797894462673,8.442074934444706,42.37093313996194,-140.71044645172023,27.77373714204634,0.5727779533515263,55459.55234527216,3874.124181383812,61888.523566271535,3080.5192114019574,21.87752107167067,0.2726515250521919,23.302467310213483,39.66871044100082,-143.0598446863539,26.387989631700783,82.37635036944971,2019,1
2019-01-15,1.7827707254374204e-05,0.804220787643038,1.3087231806890381e-05,0.1594044812654123,-45.532152748269716,51.74787366426067,-132.8259489695259,30.837434564380604,4.90257199629919e-06,0.03360467482177251,2098.0344155526977,3165.5917935038806,830002.3052109622,-27.327790178433066,48.58798379460315,-134.90797388049523,29.340326596119738,4.191793432846601e-05,1.1749042906614241e-05,3.0276670411978403e-05,0.00010326661561839029,7311.869140625,-1.2312767072521773,0.11255857777963237,830111.988291928,-51.87393370130197,52.12759864405866,-132.1396941960529,31.33162026537987,0.00011641579011204986,1.2467286884973223,7.796584644049741e-05,0.20788226626035788,31.275198588966777,-132.0216889509657,52.3123886017628,-50.28204116146527,-0.858298113889356,830042.8310047458,-31.217963536181074,44.0904178564724,-135.11619878369265,29.168228143823985,0.11603323955641047,2.694758997319144,0.3171519358308032,226.77733811453157,0.6180265267733335,-32.766536837286985,43.72620994058843,-134.7631644127851,29.29936286519936,0.749248771006724,46843.46378960389,5233.76822682948,52810.89588376239,4353.935456590164,25.226764672329676,0.2609036313398628,20.96757412652896,33.242376591671096,-141.88657911204288,25.15927238228744,86.00882336778893,2019,1
2019-01-22,4.882346927832897e-05,0.761579850063956,3.559061216319509e-05,0.12190271293718441,33.40740757306186,35.23913711679919,-138.7343602150753,24.52044629220138,1.612571129512869e-05,0.0402688018360163,2152.3621662612613,3037.834209306211,829868.7524147407,26.496718877929187,33.85169278877317,-138.76122706912875,24.546095872742626,4.554554947775725e-05,1.5599939615327884e-05,2.9839136618654625e-05,8.939260285034296e-05,7398.026128342928,-1.3419959498006817,0.0795594669613376,829885.9203139392,43.26482052882199,34.04301579106199,-139.1066140685648,24.27294742580143,0.00015294776265485502,1.1207030043330246,0.0001034835431839415,0.16990733917047426,24.902661141355964,-138.20446002884657,37.204607966766936,23.893552083964686,-0.8510062527513795,829993.5278027294,-19.47048491451001,34.95393260660752,-134.84066181175098,26.672590290554556,0.11701960117074532,2.5182680598482383,0.2989955573490243,227.1167899450743,0.5988889520923241,-19.494883266832186,34.9435319969344,-134.8338147952667,26.674861911111556,0.6131706344442025,49049.02588493665,4860.38024303014,55218.62910568653,3989.8370263468914,22.88726903701111,0.2681685731132737,-22.34502816047582,34.66782324962074,-134.56094623343824,26.788493653813823,87.90396444562354,2019,1
2019-01-29,2.338388248895877e-05,0.8075312193175233,1.674090972729609e-05,0.12149170805293315,23.703445851256884,34.62531884177119,-135.82051065462156,23.296428836238842,8.613662312928138e-06,0.03262541880372707,1984.7399349172686,2761.0193434070584,829848.3443093156,22.684328329436607,35.35355331743063,-135.97615796482305,23.07774005780076,4.264439120374262e-05,1.1889717599976424e-05,3.0709900255958736e-05,8.544667328695044e-05,7618.674046987227,-1.6914872857017598,0.07934710854937453,829893.0970269324,22.60364371337411,32.19324882258287,-135.55576454482804,23.320650309165142,0.00013478713731256598,1.1256098163266037,8.123226165836817e-05,0.15692639238434253,23.4550091993246,-135.81614824080145,36.700773723893526,22.493686375035498,-1.254144178121004,829920.3540149288,5.311401755990068,39.97357468662595,-134.0607872018681,24.378366768395313,0.1176037273275553,2.535969454553248,0.3029374362757138,228.68192368350552,0.355339581520017,5.02561296521641,39.80975890372791,-133.94199467630037,24.4122606912801,0.2862847773944265,57558.02008204473,3648.2687131388234,64153.15254444541,2920.8699032138443,11.232353082370544,0.25438298214947325,41.532375528201214,36.322166886334955,-138.55315415532814,21.74605872503884,89.5950946247485,2019,1
2019-02-05,7.28564583009506e-06,0.862535498969141,5.811703386562239e-06,0.19199729662633608,-13.066821768611089,52.21101486607543,-131.55317423929543,24.089931576107347,1.9104337947263476e-06,0.03328690214897474,2326.361399396682,3235.149866177873,829878.8792561296,-16.11876868207951,50.01221436187793,-129.94808749505404,24.37027392296803,4.170722964030777e-05,1.0182820369261963e-05,3.1594161496239744e-05,0.00010349589247461596,8465.846927871542,-1.2625439320971257,0.12078189640523103,829914.8324537006,-19.88199423720605,51.40772031445394,-130.49364951203677,24.883310151131244,0.00013016126073708722,1.1807074057171696,8.244620270347835e-05,0.2526009779188198,23.856055718347896,-131.68349984981452,53.01994283355308,-12.522703032852512,-1.013478521554475,829921.6505831633,-12.48202211016549,44.572818232740424,-129.99931169999272,23.97654166120722,0.11724894766848015,2.6740028282453996,0.31840338714370403,227.4249032467754,0.5349112061137741,-13.326791810999495,44.33968605648092,-129.74742826324814,24.05456674605275,0.5952155004567292,43789.94433949965,5641.534347271582,49926.56070125184,4675.730841522959,14.841595815510765,0.25823100656069714,26.748702926801887,38.77297179426543,-135.70188548894484,20.52343984507072,88.91222053517103,2019,2
2019-02-12,1.1487523173792873e-05,0.8377410613249998,5.213161425475452e-06,0.16864254133500323,-24.16148495122954,41.586160127227735,-123.90427177130594,22.955969318247757,1.992632092347899e-06,0.03352239524357053,1963.735480864667,2753.088262686993,829876.9003054526,-9.28869384478715,40.12466868625329,-124.93535864212232,22.26724805066185,4.1159760947704455e-05,9.670138300544767e-06,3.147470751578862e-05,9.291732449789744e-05,8069.313601305306,-1.5725959488963352,0.09845994381484668,829939.2884109889,-31.756295042351297,41.01198610295425,-123.25480472962857,23.233826695084804,0.00011845577623078523,1.2145031491822456,6.990568219704027e-05,0.22417451533720995,22.904903765907594,-124.23489302070679,42.69866628539392,-19.89437524986914,-1.0020114118602683,829987.1766012588,-41.55333715511217,37.593370350511115,-122.05963644473036,23.957968426960992,0.11859806590551178,2.522412048861471,0.3036537674412778,228.297187363096,0.5125613229628417,-42.143785098933,37.435020309712016,-121.92011812448467,24.01246641064746,0.46947723358185944,59943.62846282521,3361.6192693797416,66297.68424427159,2695.603654253491,15.28032652855623,0.2651477083586688,-30.732387075971815,36.24221409430319,-122.59770802884303,23.354697514843963,88.94622501816882,2019,2
2019-02-19,-1.544667154245101e-07,0.7627888362865319,-7.8296091672052e-06,0.2025106879939982,-50.55610725677707,40.08778904813124,-114.5186408063063,24.620047861988205,-6.265722885659927e-06,0.03525367188831832,2710.0202045639835,3533.7370724860293,829921.5328329876,-14.319988762223469,31.84407623150794,-116.45313696861457,21.766225676238037,4.257053622033743e-05,9.296994753938034e-06,3.335007285779396e-05,9.569397685648173e-05,8036.46916094109,-1.177977738218799,0.1114706854827222,830040.3084902177,-64.0445038790033,38.5947940995564,-113.25704302104668,25.553641964097412,0.00015722428589288505,0.9758716176473494,7.846533135785979e-05,0.28407226156614684,23.763408050528447,-116.80067392389009,44.63672559943529,-38.695443763705285,-1.096065999136679,829863.2621561638,19.890068904151768,36.35084181701763,-120.04435263892542,20.016164701416358,0.12022242892047157,2.4311013054106216,0.296759787498275,228.1310989548682,0.6800779668493099,10.006642908614626,33.603952601258946,-117.98177468997399,20.938962237031962,0.7120052736512164,45765.65317367565,5260.412656728407,52174.56166475414,4304.095623907667,20.5546842871963,0.2536499994783943,19.43517732033542,35.91148686621107,-119.8016228492413,20.084489648644134,87.61086127834608,2019,2
2019-02-26,-1.3227379510806996e-05,0.850783726233365,-1.278217459044449e-05,0.14911675053894233,-41.62557208627296,34.456362226566476,-108.84180296486409,22.63322920762859,-5.4367764451038625e-06,0.03253485614379667,1965.138771517145,2620.3685773192833,829915.8236928197,-20.210754762466546,34.17738004722679,-110.24728922717286,21.050130168139184,4.0480367201097774e-05,7.937919595267927e-06,3.2562606903150224e-05,8.53616912623683e-05,8610.733014346846,-1.463847892791887,0.08474988926970248,830013.0523421846,-46.48984609185008,33.112764705722384,-108.324487296916,23.030645828924772,0.00011939249818847714,1.228794933709424,8.231990968739038e-05,0.18217717629839986,22.49121601520484,-109.42760375543105,36.57989195560089,-40.38539642724978,-1.257999777260112,829910.0535914819,-15.9367909225186,42.263487643055456,-111.45879464947801,20.93544997244621,0.1190830427560749,2.5863621424484537,0.31267053186550064,227.83403503002117,0.4415556890024851,-16.33053903415025,42.15396128013366,-111.38602174560852,20.987397817250983,0.4007762340377563,59146.08393526339,3497.564388736214,65429.19735828879,2857.475578877463,18.944090183774566,0.27059162602297193,-31.50964724286811,41.06493109310292,-110.3778897612848,22.3119762163089,88.45282518918853,2019,2
2019-03-05,-2.3875953209515288e-05,0.8108805740350226,-2.284644166951786e-05,0.1773150716458324,-45.68008721115247,38.082139537800806,-101.41618245936398,21.80861251046592,-8.763831469871431e-06,0.03642601553105412,2320.82774938155,3195.2620072017116,830026.0888673359,-67.63388917879423,37.36332205480804,-99.93104462547481,24.030745061895498,4.2887794700113866e-05,1.1481649000094291e-05,3.179839021498342e-05,9.359910746259107e-05,8662.899673621754,-1.3204258065989212,0.10885101245583419,829965.0036211319,-49.72914969511895,38.55592547593033,-101.59161458018943,21.825748489041132,0.00014453643884869202,1.1505856506240593,8.917553650733305e-05,0.2257414827402157,22.364012412252368,-101.13671589780817,39.66434119814958,-49.8467922771425,-0.8889838045332423,829962.4887004251,-41.27203145984272,38.24643549824039,-101.9609868662629,21.493151328768658,0.12063589818476207,2.5013247138122465,0.3064067534074145,228.36603241170968,0.5717407253384914,-43.861535359984764,39.01195124422621,-101.72928715548683,21.942588364659745,0.5749110264406223,47714.5953685799,5097.7139074096185,53769.325231330775,4228.015652189952,19.8518161547606,0.26853248254127854,-41.36285999199367,39.07915823465496,-101.85675528107117,21.734292501788957,85.50675657375453,2019,3
